month,revenue_million,kh_tct_revenue_million,pct_kh_tct,kh_tinh_revenue_million,pct_kh_tinh,tb_ptm,kh_b2_tb_ptm,pct_b2,sl_ptm_package,package_rate,kh_b3_package_rate,delta_b3
202601,18035.39,4411.1,4.088637754755049,3062.1000000000004,5.889876228731915,8829,16329,0.5406944699614183,8845,1.00181220976328,0.8,0.20181220976327996
202602,15400.115,4412,3.490506572982774,2737,5.626640482279869,9316,14696,0.6339139902014154,9341,1.0026835551738944,0.8,0.20268355517389436
202603,16941.904,5882.000000000001,2.8802964977898666,3062.1000000000004,5.532772933607654,9848,16329,0.6030987813093269,9863,1.001523151909017,0.8,0.20152315190901704
202604,23716.5065,5294.099999999999,4.479799493776091,3272.4,7.247435062950739,9683,16378,0.5912199291732813,9694,1.0011360115666632,0.8,0.20113601156666316
202605,28854.766,5588,5.163701861130995,3272.4,8.817615817137268,12544,16378,0.765905482964953,12555,1.0008769132653061,0.8,0.2008769132653061
202606,19057.091500000002,5587.1,3.4109093268421904,3272.4,5.823582538809437,12314,16378,0.7518622542434974,12312,0.9998375832385902,0.8,0.19983758323859013
